,0,1
1170,"<div class=""js-show-description-text""><p></p><p>Though it feels like it’s been around for decades, celebrity chef Tyler Florence’s FiDi favorite is actually a toddler—at least in tavern years. In fact, it’s become a standby for business types doing deals or enjoying post-work cocktails. Complete with dark wood and leather furnishings, a private billiards room <span>...</span></p></div>",
1171,"<div class=""js-show-description-text""><p></p><p>Serene with warm lighting and clean lines, distinctive creativity is the motto of this sushi-focused operation. Inside, a stunning counter crafted from a piece of live-edge elm, oyster-hued leather chairs and a ceiling of wood slats complete the Japanese-chic look.</p><p>While the preparation of their nightly omakase might seem <span>...</span></p></div>",
1172,"<div class=""js-show-description-text""><p>Sequestered within an office building in the Financial District, this counter is a sensory pleasure. Generously spaced, it is outfitted with such comfortably padded seats that lingering is plain par for the course. Then go ahead and try to peel your eyes away from their handmade ceramics, delicate porcelain, and <span>...</span></p></div>",
1173,"<div class=""js-show-description-text""><p></p><p>Though rustic compared to high-end sibling Quince just next door, Michael and Lindsay Tusk’s casual offshoot would be elegant by any other standard. Exposed brick, a shiny copper chef's counter and bar, wooden tables...it's Italian to a T, and a hot-ticket reservation.</p><p>The space centers around an exhibition kitchen, <span>...</span></p></div>",
1174,"<div class=""js-show-description-text""><p></p><p>Nestled within a historic structure, an air of refinement infuses this dining room—note the massive Murano chandelier, stylish guests and everything in between. No wonder this is where affluent tourists and locals come to celebrate their special occasions. From the moment that champagne cart arrives at your table to <span>...</span></p></div>",
1175,"<div class=""js-show-description-text""><p></p><p>With its warm, neutral tones and sleek banquettes, Coi is the very picture of sedate sophistication, drawing an international clientele who come here to sample the edible wares of Chef Daniel Patterson. <br/>Refined, with a clear originality, Chef Patterson's cuisine elevates even the most basic of ingredients and allows them to shine. One such example <span>...</span></p></div>",
1176,"<div class=""js-show-description-text""><p></p><p>Slick financial types flex their expense accounts at this longtime Northern Italian retreat. Its polished décor belies a comforting menu of dishes executed with care—from slow-roasted vitello tonnato and semolina-dusted petrale sole to handmade pastas. The plin con salsiccia d'anatra, with its sage-flecked pasta folded around deep crimson duck <span>...</span></p></div>",
1177,"<div class=""js-show-description-text""><p></p><p>A perennial favorite for Persian flavors, Shalizaar is friendly, charming and authentic. Lunchtime draws a large business crowd, while dinners cater to couples on dates. The upscale space features chandeliers, linen-topped tables, Persian carpets and walls of framed windows that flood everything with light.</p><p>Meals here are always a <span>...</span></p></div>",
1178,"<div class=""js-show-description-text""><p>Zeus himself would be satisfied after a soul-warming meal at this Greek favorite, which serves up San Francisco-chic with a side of old-world taverna hospitality. Translation? Once you’re seated at the bar or settled near one of its toasty fireplaces, the thoughtful staff will cater to your every whim.<br/>The intoxicating <span>...</span></p></div>",
1179,"<div class=""js-show-description-text""><p></p><p>Amidst a slew of upscale Indian restaurants descending upon San Francisco, Rooh rises to the top, thanks to an innovative menu that fuses the subcontinent’s myriad flavors with modern restaurant staples (oysters, pork belly, burrata). The bold India-goes-industrial décor is a bit paint-by-numbers, with vivid jewel tones and an <span>...</span></p></div>",
1180,"<div class=""js-show-description-text""><p></p><p>With a behemoth $14-million space in the Embarcadero Center to call its own, this restaurant and bar is no mom-and-pop Cantonese joint. In fact, its dining room showcases impressive views of the Ferry building and Bay Bridge from its sunny upper deck patio; add to that a beautiful and <span>...</span></p></div>",
1181,"<div class=""js-show-description-text""><p>Red awnings signal the entrance to this glass-fronted Pier 5 restaurant. Serving up a variety of small bites alongside larger format dishes (paella, anyone?) that are cooked to order and intended for sharing, a crowd of tourists and locals speaks to its wide appeal. Close on the heels, the menu <span>...</span></p></div>",
1182,"<div class=""js-show-description-text""><p></p><p>With a higher price tag than the average Chinatown joint, Yank Sing is arguably the place in town for dim sum. The upscale setting boasts reasonable prices, but the zigzagging carts can get hectic. While peak hours entail a wait, one can be assured of quality and abundant variety <span>...</span></p></div>",
1183,"<div class=""js-show-description-text""><p>You'll need to look farther down the block than your GPS indicates to find this slightly secret haven. Make your way inside to discover a décor that's as subtle as the entrance, except for the flash of the binchotan with its bright flames taking center stage. <br/>Gozu is a carnivore's mecca, <span>...</span></p></div>",
1184,"<div class=""js-show-description-text""><p></p><p>Housed in one of the city’s most historic buildings, this Belle Époque stunner is still breathtaking after more than 20 years, with glamorous mosaic floors, colorful glass and polished bronze at every turn. The Embarcadero-adjacent location offers lovely views of the Bay Bridge and the water, and business lunchers <span>...</span></p></div>",
1185,"<div class=""js-show-description-text""><p></p><p>For a polished and contemporary experience that doesn’t sacrifice approachability, area denizens turn to Prospect, a crowd-pleaser for the full-pocketbook folk. Set on the ground floor of a soaring high-rise, this lofty, airy space offers attractive, roomy tables, adept service and a popular, well-stocked cocktail bar.<br/>Simple, well-constructed American cooking is <span>...</span></p></div>",
1186,"<div class=""js-show-description-text""><p></p><p>Can’t make the trip to Marin to shuck oysters on Hog Island’s docks? They’ll bring Tomales Bay’s finest to you at this buzzing cityside outpost in the Ferry Building, which draws long lines of tourists and locals for platters of some of the sweetest, freshest bivalves on the West Coast. <span>...</span></p></div>",
